"#","Name","Color","Parent","Start","Stop","Icon","Description","[Namechange","When","Description","[Namechange","When","Description",". . . ]]",,
,,,,,,,,,,,,,,,,
"C","2005.6.17","Ubuntu",,"MoLinux","2","#e95420",,,,,,,,,,
"C","2006.7.21","Ubuntu",,"MEPIS","2","#e95420",,,,,,,,,,
"C","2007.12","Ubuntu",,"LliureX","2","#e95420",,,,,,,,,,
"C","2008.7.24","Ubuntu",,"Trisquel","2","#e95420",,,,,,,,,,
"C","2012.7.3","Ubuntu",,"Amahi","2","#e95420",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2005.7.3","Whoppix",,"WHAX","2","#000",,,,,,,,,,
"C","2010.5.26","OS2005",,"MeeGo","4","#fa8700",,,,,,,,,,
"C","2013.10.28","SolusOS","2015.01.26","Evolve OS","4","#757A75",,,,,,,,,,
,,,,,,,,,,,,,,,,
"#C","2010.7.9","Kubuntu",,"Netrunner","2","#4f5695",,,,,,,,,,
"C","2010.9.7","Linux Mint",,"Linux Mint Debian Edition","2","#5fec52","# Ikey Doherty made that",,,,,,,,,
"C","2012.05.07","Linux Mint Debian Edition",,"SolusOS","1","#5fec52","# Ikey Doherty made that",,,,,,,,,
"#C","2016.08.13","Netrunner",,"Maui Linux","2","#5997de","# Maui will continue as the previously Kubuntu based version of the Netrunner desktop line, Maui marks the transition from Kubuntu to KDE Neon",,,,,,,,,
"C","2017.10.10","Ubuntu GNOME",,"Ubuntu","4","#0087ed",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","1993.12","Slackware",,"LST","2","#000",,,,,,,,,,
"C","2006.2.5","WHAX",,"Auditor Security Collection","3","#445fff",,,,,,,,,,
"C","2007.8","Slackware",,"Wolvix","2","#000",,,,,,,,,,
"C","2009.7.27","Minislack",,"SLAMPP","2","#496da7",,,,,,,,,,
"C","2015.03.02","Porteus",,"Porteus Kiosk","2","#000099","# Porteus Team made a webkiosk Gentoo based OS",,,,,,,,,
,,,,,,,,,,,,,,,,
"C","1996.5","S.u.S.E",,"S.u.S.E Linux","2","#7ad4aa",,,,,,,,,,
"C","2020.7.19","Rockstor",,"Rockstor ","2","#e96748",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2002.11.19","S.u.S.E Linux",,"United Linux","2","#7ad4aa","# UnitedLinux was created by a consortium of four Linux vendors -- SuSE, Turbolinux, Conectiva, and SCO. SuSE Linux will act as the systems integrator for the distribution",,,,,,,,,
"C","2002.11.19","Caldera OpenLinux",,"United Linux","2","#5ea3db",,,,,,,,,,
"C","2002.11.9","Conectiva",,"United Linux","2","#4c3065",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","1996.5","Red Hat",,"S.u.S.E Linux","2","#cc0000",,,,,,,,,,
"C","1998.4","Red Hat",,"mkLinux","2","#cc0000",,,,,,,,,,
"C","2005.10.23","Finnix",,"Finnix ","2","#000",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2003.11.7","Fedora Core",,"Berry","2","#362e94",,,,,,,,,,
"C","2004.7.14","Fedora Core",,"BU Linux","2","#362e94",,,,,,,,,,
"C","2004.12","Fedora Core",,"AnNyung","2","#362e94",,,,,,,,,,
"C","2009","Fedora Core",,"Red Flag","2","#362e94",,,,,,,,,,
"C","2010.5.26","Fedora Core",,"MeeGo","2","#362e94",,,,,,,,,,
"C","2020.08.20","Mer",,"Sailfish OS","4","#002bb8",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2005.6","CentOS",,"ClarkConnect","2","#6f4376",,,,,,,,,,
"C","2005.8.20","CentOS",,"e-smith","2","#6f4376",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2004.5.10","Scientific Linux",,"Fermi","2","#191756",,,,,,,,,,
"C","2004.6","Red Flag",,"Asianux","4","#e34043",,,,,,,,,,
"C","2005.6.15","Redmond",,"Mandrake","2","#33812b",,,,,,,,,,
"C","2005.1.24","Conectiva",,"Mandrake","2","#4c3065",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2008.5.20","Enoch",,"Exherbo","1","#a0a0f0",,,,,,,,,,
"C","2018.03.6","Flint OS",,"CloudReady","1","#222222",,,,,,,,,,
"C","2019.02.02","SystemRescueCD",,"SystemRescueCD ","2","#508fee",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2008.5.28","Arch Linux",,"DeLi","1","#0771a6",,,,,,,,,,
"C","2011.8.13","Arch Linux",,"DeLi","2","#0771a6",,,,,,,,,,
"C","2012.2.13","Arch Linux",,"Liquid Lemur","2","#0771a6",,,,,,,,,,
"C","2014.04.18","Arch Linux",,"KaOS","4","#0771a6",,,,,,,,,,
"C","2017.07.27","Manjaro",,"Artix","1","#3fbb3f",,,,,,,,,,
,,,,,,,,,,,,,,,,
"C","1996.5","Jurix",,"S.u.S.E","1","#9f9f9f",,,,,,,,,,
"C","1996.5","Jurix",,"S.u.S.E Linux","4","#9f9f9f","# SUSE has rebased from Slackware to Jurix",,,,,,,,,
"C","1997.3.23","LST",,"Caldera OpenLinux","2","#4e8969",,,,,,,,,,
"C","1996.10","Linux-FT",,"Caldera OpenLinux","2","#ff0031",,,,,,,,,,
"C","1999.12","DLD",,"Red Hat","2","#9e9e9e",,,,,,,,,,
"C","2001.1","Linux From Scratch",,"CRUX","1","#000",,,,,,,,,,
"C","2002.3.11","CRUX",,"Arch Linux","1","#4d699b",,,,,,,,,,
"C","2007.11.28","CRUX",,"NuTyX","1","#4d699b",,,,,,,,,,
"C","2009.10","CRUX",,"Kwort","2","#4d699b",,,,,,,,,,
"C","2012.02.10","CRUX",,"Thinstation","2","#4d699b",,,,,,,,,,
"C","2006.5.4","LEAF",,"Alpine Linux","1","#00b4d7",,,,,,,,,,
"C","2007.11","Linux From Scratch",,"IPFire","2","#000",,,,,,,,,,
"C","2008.4.30","SliTaz",,"Ophcrack","2","#000",,,,,,,,,,
"C","2012.11.22","NixOS",,"GuixSD","4","#6666dd",,,,,,,,,,
"C","2013.06.28","Tiny Core",,"dCore","4","#4f5f82","# Tiny Core spin-off compatible with Debian",,,,,,,,,
"C","2016.03.00","OpenELEC",,"LibreELEC","1","#000CB5","# Scission in OpenELEC, devs fork (all except founder and leader Stephan Raue)",,,,,,,,,
"C","2017.01.21","LibreELEC",,"Lakka","2","#000CB5","# Lakka rebased to LibreELEC",,,,,,,,,
,,,,,,,,,,,,,,,,
"C","2016.12.23","CyanogenMod",,"LineageOS","2","#33B5E5","# Steve Kondik forked his own project since CyanogenMod is shutting down by Cyanogen Inc. (also Cyanogen OS as OS is shutting down )",,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Domains",,,,,,,,,,,,,,,
"#","Distribution","Color","Intensity",,,,,,,,,,,,,
"D","Debian","#bf1238","15",,,,,,,,,,,,,
"D","Slackware","#000000","15",,,,,,,,,,,,,
"D","Red Hat","#cc0000","15",,,,,,,,,,,,,
"D","S.u.S.E Linux","#4bb679","22",,,,,,,,,,,,,
"D","Enoch","#a0a0f0","22",,,,,,,,,,,,,
"D","Arch Linux","#0771a6","10",,,,,,,,,,,,,
"D","AOSP","#a4c639","15",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Images",,,,,,,,,,,,,,,
"#","File Path","x Position","y Position",,,,,,,,,,,,,
"SVG","images/tux.svg","480","1730",,,,,,,,,,,,,
"#SVG","images/gnu.svg","635","190",,,,,,,,,,,,,
"SVG","images/info-connectors.svg","40","1955",,,,,,,,,,,,,
